Timestamp,Time [min],Time [s],Voltage [V],Current [A],Temperature [degC],Capacity [Ah],Time_diff,Cumulative_Capacity_Ah,SOC [-],Rounded_Time
2018-11-30 08:39:51,0.0,0.0,4.18632,-0.04597,-0.73611,-0.0,0.0,0.0,1.0047013204953392,0
2018-11-30 08:39:51,0.008366666666673458,0.5020000000004075,4.18009,-0.0945,-0.73611,-1e-05,2.8333333333042295e-05,-1.2744850000015444e-05,0.9999959827407113,1
2018-11-30 08:39:52,0.025,1.5,4.17773,-0.0945,-0.73611,-4e-05,2.8333333333042295e-05,-3.9083150000007564e-05,0.9999858373682474,2
2018-11-30 08:39:54,0.043366666666649206,2.6019999999989523,4.17722,-0.09706,-0.73611,-7e-05,2.8333333333042295e-05,-6.829296111108918e-05,0.9999745859050426,3
2018-11-30 08:39:55,0.05998333333336632,3.599000000001979,4.16509,-0.22731,-0.63095,-0.00012,2.8055555556218476e-05,-0.00011771244444459231,0.9999555497840555,4
2018-11-30 08:39:56,0.07673333333332266,4.60399999999936,4.12025,-0.73047,-0.63095,-0.00026,2.888888888871103e-05,-0.00026859074999992894,0.9998974322667292,5
2018-11-30 08:39:56,0.09173333333334692,5.504000000000815,4.06125,-1.43029,-0.63095,-0.00053,2.8611111111887213e-05,-0.0005545836166672203,0.9997872693422285,6
2018-11-30 08:39:57,0.10836666666667345,6.5020000000004075,4.00563,-2.125,-0.63095,-0.00102,2.888888888871103e-05,-0.0010538594638894862,0.99959495095295,7
2018-11-30 08:39:58,0.125,7.5,3.95371,-2.84781,-0.52579,-0.00171,2.6666666666036084e-05,-0.001748429208333556,0.999327406397698,8
2018-11-30 08:39:59,0.1416833333332761,8.500999999996566,3.92995,-3.12621,-0.52579,-0.00253,2.8333333333042295e-05,-0.0025809452472194184,0.9990067256667196,9
2018-11-30 08:40:01,0.16005000000004657,9.603000000002794,3.92792,-3.04447,-0.52579,-0.00348,2.916666666755595e-05,-0.0035236241138913963,0.9986436108029544,10
2018-11-30 08:40:02,0.17665000000003298,10.599000000001979,3.90871,-3.3101,-0.52579,-0.00436,2.8333333333042295e-05,-0.004412081744446469,0.9983013816696982,11
2018-11-30 08:40:02,0.19168333333327608,11.500999999996566,3.88292,-3.70343,-0.52579,-0.00525,2.8611111109866114e-05,-0.0052994487083300994,0.9979595726554176,12
2018-11-30 08:40:04,0.20996666666663563,12.597999999998137,3.89472,-3.38672,-0.52579,-0.00633,2.7777777777373558e-05,-0.006374295038887512,0.9975455475905867,13
