Timestamp,Time [min],Time [s],Voltage [V],Current [A],Temperature [degC],Capacity [Ah],Time_diff,Cumulative_Capacity_Ah,SOC [-],Rounded_Time
2018-12-24 20:56:52,0.0,0.0,4.18278,-0.04342,-19.7698,-0.0,0.0,0.0,1.0164651643234481,0
2018-12-24 20:56:52,0.009999999999975747,0.5999999999985448,4.16576,-0.09706,-19.7698,-1e-05,2.8055555556218476e-05,-1.538775555552351e-05,0.9999947549955173,1
2018-12-24 20:56:53,0.02501666666660943,1.5009999999965657,4.15346,-0.09706,-19.7698,-4e-05,2.7777777777373558e-05,-3.946638333324586e-05,0.9999850937491223,2
2018-12-24 20:56:54,0.041700000000006794,2.5020000000004075,4.14351,-0.09706,-19.7698,-7e-05,2.7777777777373558e-05,-6.631578888890001e-05,0.9999743207630108,3
2018-12-24 20:56:55,0.058333333333333334,3.5,4.13626,-0.09706,-19.7698,-9e-05,2.8055555556218476e-05,-9.301106666666502e-05,0.9999636096187307,4
2018-12-24 20:56:56,0.07665000000003298,4.599000000001979,4.13053,-0.0945,-19.7698,-0.00012,2.7777777779394657e-05,-0.00012257021666671423,0.9999517493817597,5
2018-12-24 20:56:57,0.09168333333327609,5.500999999996566,4.12716,-0.09706,-19.7698,-0.00015,2.6944444442859904e-05,-0.00014667580555545513,0.9999420773175581,6
2018-12-24 20:56:58,0.10834999999994276,6.500999999996566,4.12413,-0.09706,-19.7698,-0.00017,2.7777777777373558e-05,-0.00017335176111101213,0.9999313739260764,7
2018-12-24 20:56:59,0.12506666666668026,7.504000000000815,4.12193,-0.0945,-19.7698,-0.0002,2.8333333333042295e-05,-0.00020024797777779219,0.9999205821575957,8
2018-12-24 20:57:00,0.14173333333334692,8.504000000000815,4.12025,-0.09706,-19.7698,-0.00023,2.8611111111887213e-05,-0.0002270732666666819,0.9999098188479933,9
2018-12-24 20:57:01,0.1583833333332829,9.502999999996973,4.11907,-0.0945,-19.7698,-0.00025,2.8611111109866114e-05,-0.00025372083888881207,0.9998991268449672,10
2018-12-24 20:57:02,0.1766833333333731,10.601000000002387,4.11789,-0.09706,-19.7698,-0.00028,2.8333333335063393e-05,-0.00028325516111117914,0.9998872765698298,11
2018-12-24 20:57:03,0.19170000000000678,11.502000000000407,4.11722,-0.09706,-19.7698,-0.00031,2.8055555556218476e-05,-0.000307401344444463,0.9998775882176182,12
2018-12-24 20:57:04,0.20838333333328288,12.502999999996973,4.11654,-0.0945,-19.87496,-0.00033,2.8611111109866114e-05,-0.00033417039444437225,0.9998668474731621,13
2018-12-24 20:57:05,0.22506666666668024,13.504000000000815,4.11604,-0.09706,-19.87496,-0.00036,2.8333333333042295e-05,-0.00036108664444447927,0.9998560476665586,14
2018-12-24 20:57:06,0.24335000000003978,14.601000000002387,4.11553,-0.09706,-19.87496,-0.00039,2.8055555556218476e-05,-0.00039044680555563524,0.9998442672713751,15
2018-12-24 20:57:07,0.25840000000001356,15.504000000000815,4.11519,-0.09706,-19.87496,-0.00041,2.7777777777373558e-05,-0.0004146490444444784,0.9998345564275772,16
2018-12-24 20:57:08,0.27508333333328966,16.50499999999738,4.11469,-0.09706,-19.87496,-0.00044,2.749999999852864e-05,-0.000441420227777724,0.9998238148271481,17
2018-12-24 20:57:09,0.2917000000000068,17.502000000000407,4.11435,-0.09706,-19.87496,-0.00047,2.8611111111887213e-05,-0.00046822934444447334,0.9998130580064463,18
2018-12-24 20:57:10,0.30836666666667345,18.502000000000407,4.11401,-0.09706,-19.7698,-0.00049,2.8333333333042295e-05,-0.0004948420111111414,0.9998023800088348,19
2018-12-24 20:57:11,0.3250333333333401,19.502000000000407,4.11384,-0.09706,-19.7698,-0.00052,2.8055555556218476e-05,-0.000521662322222255,0.9997916186965032,20
2018-12-24 20:57:12,0.34173333333334693,20.504000000000815,4.11368,-0.0945,-19.87496,-0.00055,2.8333333333042295e-05,-0.0005485322888889342,0.9997808374605047,21
2018-12-24 20:57:13,0.3584000000000136,21.504000000000815,4.11334,-0.09706,-19.87496,-0.00057,2.8611111111887213e-05,-0.0005752829111111549,0.9997701041099627,22
2018-12-24 20:57:14,0.3766833333333731,22.601000000002387,4.11317,-0.09706,-19.87496,-0.0006,2.8055555556218476e-05,-0.0006047234277778647,0.999758291473124,23
2018-12-24 20:57:15,0.39170000000000676,23.502000000000407,4.113,-0.09706,-19.87496,-0.00063,2.8055555556218476e-05,-0.0006288738777778161,0.9997486014089662,24
2018-12-24 20:57:16,0.40838333333328286,24.502999999996973,4.11266,-0.09706,-19.87496,-0.00065,2.8611111109866114e-05,-0.0006555803499999504,0.9997378857730562,25
2018-12-24 20:57:17,0.42506666666668025,25.504000000000815,4.1125,-0.0945,-19.87496,-0.00068,2.8333333333042295e-05,-0.0006823550888889407,0.999727142746005,26
2018-12-24 20:57:18,0.4417333333333469,26.504000000000815,4.11233,-0.09706,-19.7698,-0.00071,2.8611111111887213e-05,-0.000709033888888953,0.999716438213226,27
2018-12-24 20:57:19,0.458416666666623,27.50499999999738,4.11216,-0.0945,-19.7698,-0.00073,2.916666666553485e-05,-0.0007358740499999724,0.9997056689363316,28
2018-12-24 20:57:20,0.4766999999999825,28.601999999998952,4.11199,-0.09706,-19.7698,-0.00076,2.8333333333042295e-05,-0.0007652391888889048,0.9996938865438777,29
2018-12-24 20:57:21,0.49166666666666664,29.5,4.11182,-0.09706,-19.7698,-0.00079,2.6666666666036084e-05,-0.0007893094666667132,0.999684228647815,30
2018-12-24 20:57:22,0.5083666666666734,30.502000000000407,4.1012,-0.15069,-19.7698,-0.00082,2.8611111111887213e-05,-0.0008238616888889619,0.9996703650034467,31
2018-12-24 20:57:23,0.5250166666666094,31.500999999996566,4.00394,-0.62831,-19.7698,-0.00092,2.749999999852864e-05,-0.0009348268333329023,0.9996258416356026,32
2018-12-24 20:57:24,0.5433666666666492,32.60199999999895,3.83808,-1.31025,-19.7698,-0.00122,2.8333333333042295e-05,-0.0012452456500000983,0.9995012899916658,33
2018-12-24 20:57:25,0.5583499999999427,33.500999999996566,3.85679,-0.96545,-19.7698,-0.00151,2.8333333333042295e-05,-0.001522227591666181,0.9993901544730601,34
2018-12-24 20:57:26,0.5750333333333402,34.50200000000041,3.7769,-1.4967,-19.7698,-0.00184,2.8333333333042295e-05,-0.0018664697472228508,0.9992520316400202,35
2018-12-24 20:57:27,0.5917166666666163,35.50299999999697,3.77605,-1.37921,-19.7698,-0.00224,2.8333333333042295e-05,-0.0022657794999992693,0.9990918136265559,36
